Overriding config with config/train_shakespeare_char_run2.py:
# Baseline configuration
out_dir = 'out-shakespeare-run2'
eval_interval = 250
eval_iters = 200
log_interval = 10
always_save_checkpoint = False
wandb_log = False
wandb_project = 'nanoGPT-assignment'
wandb_run_name = 'run2'
dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.0 # changed to 0.0
learning_rate = 1e-3
max_iters = 5000
lr_decay_iters = 5000
min_lr = 1e-4
beta2 = 0.99
warmup_iters = 100
weight_decay = 1e-1
device = 'mps' 
compile = False # change to 'cuda' if you have a GPU
# set True only on Linux with GPU
tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 10.65M
num decayed parameter tensors: 26, with 10,740,096 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
using fused AdamW: False
iter 2690: loss 0.2088, time 262.09ms, mfu 1.39%
iter 2700: loss 0.1843, time 261.25ms, mfu 1.40%
iter 2710: loss 0.1970, time 259.59ms, mfu 1.40%
iter 2720: loss 0.1865, time 260.04ms, mfu 1.40%
iter 2730: loss 0.1874, time 260.63ms, mfu 1.41%
iter 2740: loss 0.1767, time 259.65ms, mfu 1.41%
step 2750: train loss 0.1794, val loss 3.2445
iter 2750: loss 0.1696, time 41361.85ms, mfu 1.27%
iter 2760: loss 0.1832, time 259.49ms, mfu 1.29%
iter 2770: loss 0.1768, time 259.11ms, mfu 1.30%
iter 2780: loss 0.1749, time 259.35ms, mfu 1.31%
iter 2790: loss 0.1836, time 259.77ms, mfu 1.33%
iter 2800: loss 0.1593, time 259.07ms, mfu 1.34%
iter 2810: loss 0.1758, time 259.78ms, mfu 1.35%
iter 2820: loss 0.1665, time 260.17ms, mfu 1.36%
iter 2830: loss 0.1853, time 259.16ms, mfu 1.36%
iter 2840: loss 0.1687, time 258.83ms, mfu 1.37%
iter 2850: loss 0.1746, time 260.09ms, mfu 1.38%
iter 2860: loss 0.1724, time 260.38ms, mfu 1.38%
iter 2870: loss 0.1659, time 259.67ms, mfu 1.39%
iter 2880: loss 0.1697, time 263.50ms, mfu 1.39%
iter 2890: loss 0.1680, time 259.37ms, mfu 1.40%
iter 2900: loss 0.1627, time 258.91ms, mfu 1.40%
iter 2910: loss 0.1675, time 258.89ms, mfu 1.40%
iter 2920: loss 0.1600, time 258.94ms, mfu 1.41%
iter 2930: loss 0.1677, time 259.31ms, mfu 1.41%
iter 2940: loss 0.1514, time 261.78ms, mfu 1.41%
iter 2950: loss 0.1621, time 258.97ms, mfu 1.41%
iter 2960: loss 0.1514, time 259.13ms, mfu 1.42%
iter 2970: loss 0.1545, time 259.27ms, mfu 1.42%
iter 2980: loss 0.1594, time 260.12ms, mfu 1.42%
iter 2990: loss 0.1474, time 259.12ms, mfu 1.42%
step 3000: train loss 0.1521, val loss 3.4294
iter 3000: loss 0.1491, time 41118.25ms, mfu 1.28%
iter 3010: loss 0.1573, time 258.20ms, mfu 1.30%
iter 3020: loss 0.1488, time 258.21ms, mfu 1.31%
iter 3030: loss 0.1558, time 257.84ms, mfu 1.32%
iter 3040: loss 0.1484, time 258.26ms, mfu 1.34%
iter 3050: loss 0.1448, time 266.02ms, mfu 1.34%
iter 3060: loss 0.1477, time 279.38ms, mfu 1.34%
iter 3070: loss 0.1450, time 255.17ms, mfu 1.35%
iter 3080: loss 0.1465, time 262.60ms, mfu 1.36%
iter 3090: loss 0.1475, time 259.44ms, mfu 1.37%
iter 3100: loss 0.1449, time 260.28ms, mfu 1.37%
iter 3110: loss 0.1444, time 258.02ms, mfu 1.38%
iter 3120: loss 0.1418, time 259.21ms, mfu 1.39%
iter 3130: loss 0.1377, time 259.86ms, mfu 1.39%
iter 3140: loss 0.1387, time 259.26ms, mfu 1.40%
iter 3150: loss 0.1575, time 255.61ms, mfu 1.40%
iter 3160: loss 0.1395, time 258.38ms, mfu 1.41%
iter 3170: loss 0.1415, time 258.86ms, mfu 1.41%
iter 3180: loss 0.1360, time 259.42ms, mfu 1.41%
iter 3190: loss 0.1442, time 258.80ms, mfu 1.42%
iter 3200: loss 0.1271, time 257.61ms, mfu 1.42%
iter 3210: loss 0.1372, time 259.44ms, mfu 1.42%
iter 3220: loss 0.1380, time 258.98ms, mfu 1.42%
iter 3230: loss 0.1308, time 259.00ms, mfu 1.42%
iter 3240: loss 0.1309, time 258.95ms, mfu 1.43%
step 3250: train loss 0.1347, val loss 3.6281
iter 3250: loss 0.1365, time 41413.59ms, mfu 1.28%
iter 3260: loss 0.1358, time 264.93ms, mfu 1.30%
iter 3270: loss 0.1283, time 268.78ms, mfu 1.30%
iter 3280: loss 0.1354, time 258.43ms, mfu 1.32%
iter 3290: loss 0.1279, time 257.92ms, mfu 1.33%
iter 3300: loss 0.1294, time 264.25ms, mfu 1.34%
iter 3310: loss 0.1274, time 266.29ms, mfu 1.35%
iter 3320: loss 0.1223, time 265.44ms, mfu 1.35%
iter 3330: loss 0.1352, time 258.16ms, mfu 1.36%
iter 3340: loss 0.1337, time 258.98ms, mfu 1.37%
iter 3350: loss 0.1251, time 258.75ms, mfu 1.38%
iter 3360: loss 0.1241, time 258.76ms, mfu 1.38%
iter 3370: loss 0.1192, time 263.15ms, mfu 1.39%
iter 3380: loss 0.1244, time 264.38ms, mfu 1.39%
iter 3390: loss 0.1278, time 258.90ms, mfu 1.39%
iter 3400: loss 0.1220, time 257.37ms, mfu 1.40%
iter 3410: loss 0.1186, time 268.37ms, mfu 1.40%
iter 3420: loss 0.1173, time 257.59ms, mfu 1.40%
iter 3430: loss 0.1217, time 258.73ms, mfu 1.41%
iter 3440: loss 0.1225, time 266.26ms, mfu 1.41%
iter 3450: loss 0.1212, time 263.87ms, mfu 1.41%
iter 3460: loss 0.1219, time 258.05ms, mfu 1.41%
iter 3470: loss 0.1200, time 267.09ms, mfu 1.41%
iter 3480: loss 0.1225, time 262.17ms, mfu 1.41%
iter 3490: loss 0.1130, time 259.32ms, mfu 1.41%
step 3500: train loss 0.1194, val loss 3.7656
iter 3500: loss 0.1179, time 41419.47ms, mfu 1.27%
